index,NAIC Code ,Company Name ,Calendar Year ,Net Premiums Written
11282,30503,Shelby Cas Ins Comp,2001,11229298
11283,38776,SIRIUS AMER INS CO,2001,1349
11284,38997,SOMPO JAPAN FIRE & MAR INS CO AMER,2001,337385
11285,11126,SOMPO JAPAN INS CO OF AMER,2001,24795500
11286,24953,South Carolina Ins Co,2001,796501
11287,20613,SPARTA INS CO,2001,50612584
11288,20524,Specialty Natl Ins Co,2001,13702218
11289,24767,ST PAUL FIRE & MARINE INS CO,2001,195867035
11290,24775,ST PAUL GUARDIAN INS CO,2001,32143926
11291,24791,ST PAUL MERCURY INS CO,2001,60632324
11292,19224,ST PAUL PROTECTIVE INS CO,2001,3665513
11293,19070,STANDARD FIRE INS CO,2001,44069479
11294,18023,STAR INS CO,2001,2802700
11295,10932,Starr Excess Liability Ins Co Ltd,2001,2339500
11296,25143,STATE FARM FIRE & CAS CO,2001,528190442
11297,25151,STATE FARM GEN INS CO,2001,3616318
11298,25178,STATE FARM MUT AUTO INS CO,2001,1086707539
11299,36102,STATE INS FUND,2001,1270374483
11300,36103,STATE INS FUND DISABILITY BENEFITS,2001,20044048
11301,12831,STATE NATL INS CO INC,2001,9476246
11302,25275,STATE WIDE INS CO,2001,26409106
11303,15210,STERLING INS CO,2001,29998265
11304,10952,STONEBRIDGE CAS INS CO,2001,278733
11305,10340,STONINGTON INS CO,2001,34258
11306,11024,STRATHMORE INS CO,2001,5596212
11307,24047,SURETY BONDING CO OF AMER,2001,49484
11308,20311,SYNCORA GUAR INC,2001,50329268
11309,12866,T H E INS CO,2001,2803668
11310,23280,THE CINCINNATI IND CO,2001,36878
11311,28240,THE SERV INS CO INC,2001,69537
11312,25534,TIG INS CO,2001,74124930
11313,25542,TIG Ins Co Of MI,2001,104854
11314,25488,TIG INS CO OF NY,2001,20339688
11315,25526,TIG INS CORP OF AMER,2001,1767461
11316,13242,TITAN IND CO,2001,722123
11317,10945,TM CAS INS CO,2001,188888
11318,12904,TOKIO MARINE & NICHIDO FIRE INS CO,2001,27877824
11319,44300,TOWER INS CO OF NY,2001,56961491
11320,41238,TRANS PACIFIC INS CO,2001,964418
11321,20486,TRANSCONTINENTAL INS CO,2001,97156815
11322,28886,TRANSGUARD INS CO OF AMER INC,2001,977241
11323,20494,TRANSPORTATION INS CO,2001,66246629
11324,28188,TRAVCO INS CO,2001,58753137
11325,19038,TRAVELERS CAS & SURETY CO,2001,9444112
11326,31194,TRAVELERS CAS & SURETY CO OF AMER,2001,46511423
11327,36170,TRAVELERS CAS CO OF CT,2001,13860311
11328,36137,TRAVELERS COMMERCIAL INS CO,2001,469609
11329,27998,TRAVELERS HOME & MARINE INS CO,2001,1196814
11330,25658,TRAVELERS IND CO,2001,243448359
11331,25666,TRAVELERS IND CO OF AMER,2001,110980364
11332,25682,TRAVELERS IND CO OF CT,2001,92263232
11333,25674,TRAVELERS PROP CAS CO OF AMER,2001,257551371
11334,36161,TRAVELERS PROP CAS INS CO,2001,12287017
11335,23060,TRI STATE CONSUMER INS CO,2001,18159450
11336,27120,TRUMBULL INS CO,2001,20415456
11337,29459,TWIN CITY FIRE INS CO CO,2001,160829245
11338,24319,Ulico Ind Co,2001,278212
11339,37893,ULLICO CAS CO,2001,11874877
11340,41050,UNDERWRITER FOR THE PROFESSIONS INS ,2001,2383093
11341,36226,UNITED CAS & SURETY INS CO,2001,166248
11342,11770,UNITED FINANCIAL CAS CO,2001,15951269
11343,13021,UNITED FIRE & CAS CO,2001,20518
11344,16250,UNITED FRONTIER MUT INS CO,2001,3091438
11345,40525,UNITED GUAR CREDIT INS CO,2001,55427
11346,15873,UNITED GUAR RESIDENTIAL INS CO,2001,28719427
11347,41335,UNITED NATL SPECIALTY INS CO,2001,13078248
11348,25941,UNITED SERV AUTOMOBILE ASSN,2001,122360552
11349,25887,UNITED STATES FIDELITY & GUAR CO,2001,93426933
11350,21113,UNITED STATES FIRE INS CO,2001,41032278
11351,25895,UNITED STATES LIAB INS CO,2001,27761508
11352,16063,UNITRIN AUTO & HOME INS CO,2001,10735056
11353,10915,UNITRIN DIRECT PROP & CAS CO,2001,6029991
11354,25909,UNITRIN PREFERRED INS CO,2001,3636032
11355,14770,Universal Bonding Ins Co,2001,7117371
11356,13200,UNIVERSAL SURETY OF AMER,2001,150
11357,41181,UNIVERSAL UNDERWRITERS INS CO,2001,58094132
11358,29599,US SPECIALTY INS CO,2001,1983670
11359,25968,USAA CAS INS CO,2001,82589585
11360,18600,USAA GEN IND CO,2001,8296669
11361,28497,USPLATE GLASS INS CO,2001,297220
11362,15326,UTICA FIRST INS CO,2001,45533694
11363,25976,UTICA MUT INS CO,2001,96321561
11364,10687,UTICA NATL ASSUR CO,2001,26815057
11365,43478,UTICA NATL INS CO OF TX,2001,2353679
11366,26611,VALIANT INS CO,2001,1085591
11367,20508,VALLEY FORGE INS CO,2001,76440501
11368,21172,VANLINER INS CO,2001,5259989
11369,10815,VERLAN FIRE INS CO MD,2001,203981
11370,26018,VERMONT MUT INS CO,2001,6306432
11371,11762,Vesta Fire Ins Corp,2001,774
11372,42889,VICTORIA FIRE & CAS CO,2001,1354167
11373,10778,VICTORIA NATL INS CO,2001,4506323
11374,10105,VICTORIA SELECT INS CO,2001,827860
11375,20397,VIGILANT INS CO,2001,113226417
11376,19577,Villanova Ins Co,2001,11898043
11377,40827,VIRGINIA SURETY CO INC,2001,21667846
11378,32778,WASHINGTON INTL INS CO,2001,5787832
11379,26069,WAUSAU BUSINESS INS CO,2001,7305492
11380,26425,WAUSAU GEN INS CO,2001,357666
11381,26042,WAUSAU UNDERWRITERS INS CO,2001,13506319
11382,43290,WAYNE COOP INS CO,2001,6541375
11383,25011,WESCO INS CO,2001,4600331
11384,44393,WEST AMER INS CO,2001,11577194
11385,21121,Westchester Fire Ins Co,2001,154572298
11386,10030,WESTCHESTER FIRE INS CO,2001,230389
11387,13188,WESTERN SURETY CO,2001,4408131
11388,13196,WESTERN WORLD INS CO,2001,758673
11389,34207,Westport Ins Corp,2001,72135818
11390,39845,WESTPORT INS CORP,2001,10456772
11391,40193,X L INS CO OF NY,2001,48400
11392,24554,XL INS AMER INC,2001,14198758
11393,20583,XL REINS AMER INC,2001,1193
11394,37885,XL SPECIALTY INS CO,2001,30595902
11395,13269,ZENITH INS CO,2001,415624
11396,16535,ZURICH AMER INS CO,2001,242179218
11397,39845,WESTPORT INS CORP,2000,12790805
11398,40193,X L INS CO OF NY,2000,9640173
11399,11007,Xl Capital Assur Inc,2000,26639
11400,34789,21ST CENTURY CENTENNIAL INS CO,2000,31882174
11401,32220,21ST CENTURY N AMER INS CO,2000,6754659
11402,22225,21ST CENTURY PREFERRED INS CO,2000,14513597
11403,20796,21ST CENTURY PREMIER INS CO,2000,29176785
11404,23833,21ST CENTURY SECURITY INS CO,2000,32141628
11405,22896,ACA FIN GUAR CORP,2000,4218459
11406,42544,ACADEMIC HLTH PROFESSIONALS INS ,2000,14452836
11407,31325,ACADIA INS CO,2000,344161
11408,22667,ACE AMER INS CO,2000,20634046
11409,20702,ACE FIRE UNDERWRITERS INS CO,2000,6941729
11410,20699,ACE PROP & CAS INS CO,2000,3278520
11411,22950,ACSTAR INS CO,2000,817588
11412,44318,ADMIRAL IND CO,2000,16119335
11413,33898,AEGIS SECURITY INS CO,2000,2396553
11414,36153,AETNA INS CO OF CT,2000,20352780
11415,10014,AFFILIATED FM INS CO,2000,5854329
11416,22837,AGCS MARINE INS CO,2000,12745409
11417,42757,AGRI GEN INS CO,2000,29572
11418,34886,AIOI NISSAY DOWA INS CO OF AMER,2000,534378
11419,19399,AIU INS CO,2000,63327575
11420,24899,ALEA NORTH AMERICA INS CO,2000,51309
11421,20222,ALL AMER INS CO,2000,2452956
11422,21342,ALLCITY INS CO,2000,49893024
11423,30970,ALLEGANY CO-OP INS CO,2000,6133529
11424,15334,ALLIANCE NATL INS CO,2000,4409586
11425,35300,ALLIANZ GLOBAL RISKS US INS CO,2000,31986952
11426,36420,ALLIANZ UNDERWRITERS INS CO,2000,12950605
11427,19489,ALLIED WORLD ASSUR CO US INC,2000,505994
11428,19240,ALLSTATE IND CO,2000,306818602
11429,19232,ALLSTATE INS CO,2000,1688820941
11430,37907,ALLSTATE VEHICLE & PROP INS CO,2000,26121666
11431,21296,ALTERRA AMER INS CO,2000,3493594
11432,18708,AMBAC ASSUR CORP,2000,106962277
11433,24589,American & Foreign Ins Co,2000,40860990
11434,19720,AMERICAN ALT INS CORP,2000,21546563
11435,21849,AMERICAN AUTOMOBILE INS CO,2000,40106117
11436,10111,AMERICAN BANKERS INS CO OF FL,2000,30928234
11437,20427,AMERICAN CAS CO OF READING PA,2000,39583144
11438,12246,American Continental Ins Co,2000,2071628
11439,12300,AMERICAN CONTRACTORS INS CO RRG,2000,8552
11440,19690,AMERICAN ECONOMY INS CO,2000,8591836
11441,23337,AMERICAN EUROPEAN INS CO,2000,70461173
11442,44202,AMERICAN FEED INDUSTRY INS CO RRG,2000,40970
11443,24066,AMERICAN FIRE & CAS CO,2000,325252
11444,26247,AMERICAN GUAR & LIAB INS,2000,43652150
11445,19380,AMERICAN HOME ASSUR CO,2000,162930042
11446,21857,AMERICAN INS CO,2000,45955620
11447,30562,AMERICAN MANUFACTURERS MUT INS CO,2000,200324353
11448,23469,AMERICAN MODERN HOME INS CO,2000,9211452
11449,22918,AMERICAN MOTORISTS INS CO,2000,49091049
11450,12190,AMERICAN PET INS CO,2000,6537112
11451,18910,American Protection Ins Co,2000,75703824
11452,19615,AMERICAN RELIABLE INS CO,2000,987714
11453,19631,AMERICAN ROAD INS CO,2000,7259066
11454,39969,AMERICAN SAFETY CAS INS CO,2000,2215325
11455,42978,AMERICAN SECURITY INS CO,2000,32741621
11456,19704,AMERICAN STATES INS CO,2000,10969354
11457,13366,AMERICAN STEAMSHIP OWNERS MUT PROT,2000,30814081
11458,16616,AMERICAN TRANSIT INS CO,2000,81281069
11459,40142,AMERICAN ZURICH INS CO,2000,28798337
11460,19488,AMERISURE INS CO,2000,66350
11461,23396,AMERISURE MUT INS CO,2000,205198
11462,27928,AMEX ASSUR CO,2000,34306313
11463,42390,AMGUARD INS CO,2000,1834562
11464,19976,AMICA MUT INS CO,2000,116470278
11465,34983,Amwest Surety Ins Co,2000,8765001
11466,11150,ARCH INS CO,2000,453842
11467,19801,ARGONAUT INS CO,2000,499062
11468,19828,ARGONAUT MIDWEST INS CO,2000,1880690
11469,41459,ARMED FORCES INS EXCH,2000,680335
11470,24678,ARROWOOD IND CO,2000,114547716
11471,43460,ASPEN AMER INS CO,2000,41633
11472,21865,ASSOCIATED IND CORP,2000,26764657
11473,27189,Associated Intl Ins Co,2000,150
11474,16489,ASSOCIATED MUT INS CO,2000,7752913
11475,19305,ASSURANCE CO OF AMER,2000,43151501
11476,18287,ASSURED GUAR MUNICIPAL CORP,2000,50859423
11477,17159,ATAIN SPECIALTY INS CO,2000,19877118
11478,41769,ATHENA ASSUR CO,2000,1647643
11479,20931,ATLANTA INTL INS CO,2000,400
11480,19895,Atlantic Mut Ins Co,2000,112316468
11481,27154,ATLANTIC SPECIALTY INS CO,2000,15930678
11482,10923,Autoglass Ins Co,2000,4628
11483,19062,AUTOMOBILE INS CO OF HARTFORD CT,2000,170845256
11484,34460,AUTOONE INS CO,2000,17773689
11485,34479,AUTOONE SELECT INS CO,2000,156132869
11486,10367,AVEMCO INS CO,2000,16743658
11487,36579,AVIVA INS CO OF CN,2000,2765
11488,29530,AXA ART INS CORP,2000,7080703
11489,33022,AXA INS CO,2000,3535755
11490,37273,AXIS INS CO,2000,363970
11491,24813,BALBOA INS CO,2000,3376949
11492,18279,BANKERS STANDARD INS CO,2000,2634005
11493,19763,BAY STATE INS CO,2000,316251
11494,38245,BCS INS CO,2000,6717301
11495,37540,BEAZLEY INS CO INC,2000,4926302
11496,29580,BERKLEY REGIONAL INS CO,2000,67846
11497,20095,BITUMINOUS CAS CORP,2000,104956
11498,20109,BITUMINOUS FIRE & MARINE INS CO,2000,19253
11499,40754,BLUE RIDGE IND CO,2000,29276559
11500,20761,Boston Old Colony Ins Co,2000,5481
11501,20788,Buckeye Union Ins Co,2000,3069939
11502,43800,CALLICOON CO OPERATIVE INS CO,2000,3536994
11503,19771,CAMBRIDGE MUT FIRE INS CO,2000,11832608
11504,21946,CAMDEN FIRE INS ASSOC,2000,688639
11505,36340,CAMICO MUT INS CO,2000,315546
11506,20877,Capital Markets Assur Corp,2000,21320594
11507,10510,CAROLINA CAS INS CO,2000,2908741
11508,40134,CASTLEPOINT NATL INS CO,2000,9927589
11509,24503,CATLIN IND CO,2000,42323909
11510,19909,Centennial Ins Co,2000,54634472
11511,43826,CENTRAL CO OPERATIVE INS CO,2000,3713219
11512,20230,CENTRAL MUT INS CO,2000,9953875
11513,34274,CENTRAL STATES IND CO OF OMAHA,2000,727861
11514,34649,CENTRE INS CO,2000,1913115
11515,24716,Centurion Ins Co,2000,24620333
11516,20710,CENTURY IND CO,2000,3821
11517,25615,CHARTER OAK FIRE INS CO,2000,144595451
11518,19402,CHARTIS PROP CAS CO,2000,1330772
11519,10372,CHAUTAUQUA PATRONS INS ASSOC,2000,5156467
11520,29670,CHERRY VALLEY COOP INS CO,2000,249246
11521,22810,CHICAGO INS CO,2000,57323975
11522,31500,China Amer Ins Co Ltd,2000,130769
11523,12777,CHUBB IND INS CO,2000,112277642
11524,10052,CHUBB NATL INS CO,2000,4874
11525,10669,CHURCH INS CO,2000,3355000
11526,18767,CHURCH MUT INS CO,2000,8172466
11527,22004,CIM INS CORP,2000,5084656
11528,28665,CINCINNATI CAS CO,2000,64976
11529,10677,CINCINNATI INS CO,2000,4483785
11530,31534,CITIZENS INS CO OF AMER,2000,53249692
11531,20532,CLARENDON NATL INS CO,2000,92289188
11532,40266,CMG MORTGAGE INS CO,2000,1987847
11533,20435,CNA Cas Of CA,2000,2
11534,34347,COLONIAL AMER CAS & SURETY CO,2000,371486
11535,13633,Colonial Coop Ins Co,2000,8642669
11536,28991,COLONIAL IND INS CO,2000,10041332
11537,10758,COLONIAL SURETY CO,2000,1515860
11538,31127,Columbia Cas Co,2000,21574919
11539,19410,COMMERCE & INDUSTRY INS CO,2000,76201839
11540,20818,COMMERCIAL INS CO OF NEWARK NJ,2000,1363
11541,27955,Commercial Risk Re-Ins Co,2000,8015000
11542,10025,COMMUNITY MUT INS CO,2000,3000211
11543,34711,COMPUTER INS CO,2000,778027
11544,24872,Connecticut Ind Co,2000,34502744
11545,36960,Connecticut Surety Co,2000,369150
11546,20443,CONTINENTAL CAS CO,2000,291671104
11547,35289,CONTINENTAL INS CO,2000,222090581
11548,37206,CONTRACTORS BONDING & INS CO,2000,100315
11549,21318,COREGIS INS CO,2000,16482696
11550,10499,COREPOINTE INS CO,2000,5002386
11551,10022,COUNTRYWAY INS CO,2000,8197715
11552,10839,COUNTRYWIDE INS CO,2000,73965718
11553,31348,CRUM & FORSTER IND CO,2000,5366377
11554,10847,CUMIS INS SOCIETY INC,2000,13699658
11555,21164,DAIRYLAND INS CO,2000,22713118
11556,37184,DEERFIELD INS CO,2000,184178
11557,42048,DIAMOND STATE INS CO,2000,15596045
11558,10645,DRIVERS INS CO,2000,14354
11559,13919,DRYDEN MUT INS CO,2000,16482014
11560,10928,Eagle Ins Co,2000,127577847
11561,43320,EASTERN MUT INS CO,2000,4390502
11562,21261,ELECTRIC INS CO,2000,40408747
11563,21350,EMPIRE INS CO,2000,39427422
11564,32794,Employee Benefits Ins Co,2000,17626
11565,20648,EMPLOYERS FIRE INS CO,2000,24425603
11566,21458,EMPLOYERS INS  OF WAUSAU,2000,41338101
11567,21415,EMPLOYERS MUT CAS CO,2000,99335
11568,10374,ERIE & NIAGRA INS ASSOC,2000,24411877
11569,26263,ERIE INS CO,2000,56169083
11570,16233,ERIE INS CO OF NY,2000,3874287
11571,37915,ESSENTIA INS CO,2000,2503674
11572,20516,EULER HERMES AMER CREDIT IND CO,2000,9992568
11573,11037,EVEREADY INS CO,2000,26025050
11574,10120,EVEREST NATL INS CO ,2000,4987321
11575,11045,EXCELSIOR INS CO,2000,32535771
11576,25917,EXECUTIVE INS CO,2000,49967
11577,35181,EXECUTIVE RISK IND INC,2000,36865602
11578,44792,Executive Risk Speciality Ins Co,2000,21305136
11579,21482,FACTORY MUT INS CO,2000,44642740
11580,44784,FAIRFIELD INS CO,2000,3653541
11581,18864,FAIRMONT INS CO,2000,4222603
11582,24384,FAIRMONT SPECIALTY INS CO,2000,1058257
11583,42633,Far West Ins Co,2000,87120
11584,13803,FARM FAMILY CAS INS CO,2000,81065679
11585,11061,FARMERS FIRE INS CO,2000,1804976
11586,10806,FARMERS NEW CENTURY INS CO,2000,10685639
11587,41483,FARMINGTON CAS CO,2000,82333013
11588,20281,FEDERAL INS CO,2000,310435402
11589,13935,FEDERATED MUT INS CO,2000,4733445
11590,35270,Fidelity & Cas Co Of NY ,2000,23368172
11591,39306,FIDELITY & DEPOSIT CO OF MD ,2000,20755840
11592,35386,FIDELITY & GUAR INS CO,2000,39839981
11593,25879,FIDELITY & GUAR INS UNDERWRITERS INC,2000,16735401
11594,16578,FIDELITY NATL PROP & CAS INS CO,2000,2214065
11595,12815,FINANCIAL GUAR INS CO,2000,32690626
11596,43842,FINGER LAKES FIRE & CAS INS CO,2000,4293845
11597,24880,Fire & Cas Ins Co Of CT,2000,14612035
11598,37400,FIRE DISTRICTS OF NY MUT INS CO INC,2000,7749556
11599,21873,FIREMANS FUND INS CO,2000,131188060
11600,20850,Firemens Ins Co Of Newark NJ,2000,16587390
11601,21784,FIREMENS INS CO OF WASHINGTON DC,2000,2587422
11602,11177,FIRST FIN INS CO,2000,6874489
11603,33588,FIRST LIBERTY INS CORP,2000,884070
11604,24724,FIRST NATL INS CO OF AMER,2000,1968339
11605,28519,First Sealord Surety Inc,2000,2333119
11606,33278,FLORISTS INS CO,2000,272594
11607,13978,FLORISTS MUT INS CO,2000,1472128
11608,11185,FOREMOST INS CO GRAND RAPIDS MI,2000,9002258
11609,11800,FOREMOST PROP & CAS INS CO,2000,1445629
11610,10801,FORTRESS INS CO,2000,1494380
11611,22209,FREEDOM SPECIALTY INS CO,2000,6569
11612,10545,Fremont Cas Ins Co,2000,3798338
11613,11207,Fremont Ind Co,2000,12542626
11614,21040,Fremont Ind Co,2000,11481210
11615,34266,FRONTIER INS CO,2000,62769630
11616,42250,Frontier Pacific Ins Co,2000,1836075
11617,26760,FULMONT MUT INS CO,2000,3491117
11618,41491,GEICO CAS CO,2000,53877137
11619,35882,GEICO GEN INS CO,2000,522406012
11620,22055,GEICO IND CO,2000,102307213
11621,24414,GENERAL CAS CO OF WI,2000,118013
11622,24732,GENERAL INS CO OF AMER,2000,23022298
11623,22039,GENERAL REINS CORP,2000,491631
11624,39322,GENERAL SECURITY NATL INS CO,2000,712355
11625,11967,GENERAL STAR NATL INS CO,2000,17758133
11626,11231,GENERALI US BRANCH,2000,2236209
11627,38962,GENESIS INS CO,2000,7994648
11628,38458,GENWORTH MORTGAGE INS CORP,2000,45288940
11629,16675,GENWORTH MORTGAGE INS CORP OF NC ,2000,74
11630,18759,GENWORTH RESIDENTIAL MORTGAGE ASSUR ,2000,144133
11631,29823,GENWORTH RESIDENTIAL MORTGAGE INS CO,2000,145996
11632,34622,Glens Falls Ins Co,2000,9504536
11633,24600,Globe Ind Co,2000,12143479
11634,25569,GOTHAM INS CO,2000,82959
11635,22063,GOVERNMENT EMPLOYEES INS CO,2000,300334173
11636,23809,GRANITE STATE INS CO,2000,47554773
11637,25984,GRAPHIC ARTS MUT INS CO,2000,95157616
11638,26832,GREAT AMER ALLIANCE INS CO,2000,25061046
11639,26344,GREAT AMER ASSUR CO,2000,26668591
11640,10646,GREAT AMER CONTEMPORARY INS CO,2000,107986
11641,16691,GREAT AMER INS CO,2000,23719258
11642,22136,GREAT AMER INS CO OF NY,2000,47252877
11643,31135,GREAT AMER SECURITY INS CO,2000,1256125
11644,33723,GREAT AMER SPIRIT INS CO,2000,1218631
11645,20303,GREAT NORTHERN INS CO,2000,169363767
11646,11371,GREAT WEST CAS CO,2000,25605
11647,22187,GREATER NY MUT INS CO,2000,58384040
11648,22322,GREENWICH INS CO,2000,31100949
11649,34223,Group Council Mut Ins Co,2000,29941006
11650,36650,GUARANTEE CO OF N AMER USA,2000,245613
11651,37443,GUARANTEE CO OF N AMER USA (THE),2000,104634
11652,11401,Guaranty Natl Ins Co,2000,4438882
11653,42803,GUIDEONE ELITE INS CO,2000,616778
11654,15032,GUIDEONE MUT INS CO,2000,7549441
11655,14559,GUIDEONE SPECIALTY MUT INS CO,2000,18330675
11656,28630,GUILDERLAND REINS CO,2000,114309
11657,22217,Gulf Ins Co,2000,108661101
11658,42811,GULF UNDERWRITERS INS CO,2000,278418
11659,22292,HANOVER INS CO,2000,92102130
11660,26433,HARCO NATL INS CO,2000,2032672
11661,33235,Harleysville Ins Co of NY ,2000,69257006
11662,26182,HARLEYSVILLE WORCESTER INS CO,2000,40296230
11663,22357,HARTFORD ACCIDENT & IND CO,2000,60420971
11664,29424,HARTFORD CAS INS CO,2000,76524842
11665,19682,HARTFORD FIRE IN CO,2000,174432305
11666,37478,HARTFORD INS CO OF THE MIDWEST,2000,114083188
11667,11452,HARTFORD STEAM BOIL INSPEC & INS CO,2000,18946260
11668,30104,HARTFORD UNDERWRITERS INS CO,2000,24607774
11669,41343,HDI GERLING AMER INS CO,2000,7312147
11670,24309,HEREFORD INS CO,2000,4777531
11671,39527,HERITAGE IND CO,2000,873891
11672,18376,HERMITAGE INS CO ,2000,12547461
11673,22489,HIGHLANDS INS CO,2000,47292145
11674,37885,XL SPECIALTY INS CO,2000,7526107
11675,10200,HISCOX INS CO INC,2000,175961
11676,14206,HOLYOKE MUT INS CO IN SALEM,2000,4222546
11677,22527,Home Ins Co,2000,2064569
11678,34452,HOMELAND INS CO OF NY,2000,121197780
11679,10986,HOMESITE INS CO OF NY,2000,209545
11680,22578,HORACE MANN INS CO,2000,514359
11681,30317,HOSPITALS INS CO INC,2000,93815896
11682,42374,Houston Cas Co,2000,2719285
11683,25054,HUDSON INS CO,2000,1230686
11684,23817,ILLINOIS NATL INS CO,2000,275415976
11685,43575,INDEMNITY INS CO OF NORTH AMER,2000,24511716
11686,39497,INFINITY ASSUR INS CO,2000,958927
11687,20583,XL REINS AMER INC,2000,13799
11688,11738,INFINITY AUTO INS CO,2000,8905749
11689,21792,INFINITY CAS INS CO,2000,13513668
11690,22268,INFINITY INS CO,2000,26674063
11691,38873,INFINITY SECURITY INS CO,2000,17148808
11692,20260,INFINITY SELECT INS CO,2000,12846297
11693,31925,INFINITY SPECIALTY INS CO,2000,3436213
11694,12599,INFINITY STANDARD INS CO,2000,51768117
11695,22195,INSURANCE CO OF GREATER NY,2000,19576622
11696,22713,INSURANCE CO OF N AMER,2000,36353167
11697,19429,INSURANCE CO OF THE STATE OF PA,2000,38106176
11698,18341,Insurance Corp Of NY,2000,35485654
11699,27930,INTEGON CAS INS CO,2000,13898548
11700,29742,INTEGON NATL INS CO,2000,33099182
11701,31488,INTEGON PREFERRED INS CO,2000,5564835
11702,14311,INTERBORO INS CO,2000,52985429
11703,11592,INTERNATIONAL FIDELITY INS CO,2000,4042899
11704,22829,Interstate Fire & Cas Co,2000,5375451
11705,23647,IRONSHORE IND INC,2000,22167785
11706,11630,JEFFERSON INS CO,2000,811900
11707,14354,JEWELERS MUT INS CO,2000,5854772
11708,20885,Kansas City Fire & Marine Ins Co,2000,54899
11709,10914,KEMPER INDEPENDENCE INS CO,2000,458945
11710,13668,KINGSTONE INS CO,2000,10373590
11711,26077,LANCER INS CO,2000,60575777
11712,35637,LANDMARK INS CO,2000,1243614
11713,37800,LEADING INS GRP INS CO LTD,2000,5611087
11714,10380,LEATHERSTOCKING COOP INS  CO,2000,2231048
11715,24422,Legion Ins Co,2000,87376047
11716,42404,LIBERTY INS CORP,2000,46828752
11717,19917,LIBERTY INS UNDERWRITERS INC,2000,18700426
11718,23035,LIBERTY MUT FIRE INS CO,2000,474978012
11719,23043,LIBERTY MUT INS CO,2000,105399794
11720,33855,LINCOLN GEN INS CO,2000,234
11721,42340,LION INS CO,2000,9502289
11722,10748,LIVINGSTON MUT INS CO,2000,2957312
11723,36447,LM GEN INS CO,2000,137478
11724,36439,LM Personal Ins Co,2000,35547955
11725,32352,LM PROP & CAS INS CO,2000,95839058
11726,10982,Long Island Ins Co,2000,2122005
11727,14435,Lumber Mut Ins Co,2000,5345144
11728,22977,LUMBERMENS MUT CAS CO,2000,184915795
11729,23108,LUMBERMENS UNDERWRITING ALLIANCE ,2000,36047
11730,30449,MADISON MUT INS CO,2000,2805920
11731,29939,MAIN ST AMER ASSUR CO,2000,8475350
11732,36897,MANUFACTURERS ALLIANCE INS CO,2000,1306462
11733,23876,MAPFRE INS CO,2000,280132
11734,28932,MARKEL AMER INS CO,2000,4415782
11735,38970,MARKEL INS CO,2000,23039296
11736,19356,MARYLAND CAS CO,2000,19875569
11737,22306,MASSACHUSETTS BAY INS CO,2000,82773206
11738,22152,Mayflower Ins Co Ltd,2000,6870
